Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name	Mouse orthology confidence [0 low, 1 high]	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene
ENSG00000182533	ENSMUSG00000062694	Cav3	CAV3	1	94.702	94.702
ENSG00000283199	ENSMUSG00000031452	1700029H14Rik	C13orf46	0	54.2453	48.5232
ENSG00000187857	ENSMUSG00000044025	Olfr790	OR6C75	0	87.1795	84.472
ENSG00000205329	ENSMUSG00000049217	Olfr788	OR6C3	1	88.4244	88.4244
ENSG00000084636	ENSMUSG00000040690	Col16a1	COL16A1	1	87.4688	88.7975
ENSG00000163159	ENSMUSG00000008958	Vps72	VPS72	1	94.1333	95.9239
ENSG00000080293	ENSMUSG00000026387	Sctr	SCTR	1	79.5455	75.431
ENSG00000115053	ENSMUSG00000026234	Ncl	NCL	1	82.1127	82.4611
ENSG00000163755	ENSMUSG00000027615	Hps3	HPS3	1	80.7769	80.9381
ENSG00000171121	ENSMUSG00000091091	Kcnmb3	KCNMB3	1	53.0466	61.9247
ENSG00000158258	ENSMUSG00000032452	Clstn2	CLSTN2	1	91.9372	90.8903
ENSG00000170605	ENSMUSG00000058084	Olfr825	OR9K2	1	82.9851	86.875
ENSG00000170605	ENSMUSG00000059862	Olfr826	OR9K2	1	82.3881	88.1789
ENSG00000162494	ENSMUSG00000028584	Lrrc38	LRRC38	1	88.7755	87.5839
ENSG00000138688	ENSMUSG00000037270	4932438A13Rik	KIAA1109	1	96.6633	96.6633
ENSG00000137727	ENSMUSG00000053199	Arhgap20	ARHGAP20	1	78.5894	79.1878
ENSG00000128335	ENSMUSG00000091650	Apol11a	APOL2	0	33.8279	34.1317
ENSG00000128335	ENSMUSG00000071716	Apol7e	APOL2	0	42.1365	38.4824
ENSG00000128335	ENSMUSG00000056656	Apol8	APOL2	0	44.2136	43.9528
ENSG00000128335	ENSMUSG00000050014	Apol10b	APOL2	0	32.6409	32.9341
ENSG00000128335	ENSMUSG00000068252	Apol7b	APOL2	0	43.0267	39.2954
ENSG00000128335	ENSMUSG00000050982	Apol10a	APOL2	0	27.5964	29.2453
ENSG00000128335	ENSMUSG00000044309	Apol7c	APOL2	0	40.3561	36.8564
ENSG00000128335	ENSMUSG00000057346	Apol9a	APOL2	0	36.2018	39.3548
ENSG00000128335	ENSMUSG00000091694	Apol11b	APOL2	0	30.5638	30.5638
ENSG00000128335	ENSMUSG00000010601	Apol7a	APOL2	0	41.543	33.4928
ENSG00000128335	ENSMUSG00000068246	Apol9b	APOL2	0	37.092	40.3226
ENSG00000010818	ENSMUSG00000015501	Hivep2	HIVEP2	1	87.1627	87.7366
ENSG00000204479	ENSMUSG00000074720	AC140325.1	PRAMEF17	0	9.70464	28.3951
ENSG00000204479	ENSMUSG00000094172	AC163611.1	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000025839	Pramel7	PRAMEF17	0	33.3333	32.9854
ENSG00000204479	ENSMUSG00000059218	Gm13084	PRAMEF17	0	35.654	34.2105
ENSG00000204479	ENSMUSG00000078510	Gm13101	PRAMEF17	0	38.6076	38.0457
ENSG00000204479	ENSMUSG00000079424	Gm3259	PRAMEF17	0	35.443	35.3684
ENSG00000204479	ENSMUSG00000078513	Gm13088	PRAMEF17	0	32.9114	33.913
ENSG00000204479	ENSMUSG00000028591	Pramef12	PRAMEF17	0	37.3418	38.2289
ENSG00000204479	ENSMUSG00000050810	Oog3	PRAMEF17	0	37.9747	36
ENSG00000204479	ENSMUSG00000047799	Oog4	PRAMEF17	0	36.076	34.0637
ENSG00000204479	ENSMUSG00000095475	AC133095.2	PRAMEF17	0	39.4515	38.8773
ENSG00000204479	ENSMUSG00000035201	B020004J07Rik	PRAMEF17	0	36.4979	36.3445
ENSG00000204479	ENSMUSG00000094791	AC126035.1	PRAMEF17	0	25.5274	43.5252
ENSG00000204479	ENSMUSG00000070619	Gm13119	PRAMEF17	0	39.2405	38.6694
ENSG00000204479	ENSMUSG00000037028	Gm12800	PRAMEF17	0	36.2869	35.5372
ENSG00000204479	ENSMUSG00000066030	Oog2	PRAMEF17	0	35.865	35.7143
ENSG00000204479	ENSMUSG00000041805	Pramel1	PRAMEF17	0	33.7553	34.9345
ENSG00000204479	ENSMUSG00000094195	Gm6509	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000046435	Gm13078	PRAMEF17	0	38.3966	38.3966
ENSG00000204479	ENSMUSG00000070890	Gm12794	PRAMEF17	0	35.2321	34.5756
ENSG00000204479	ENSMUSG00000073721	Pramef20	PRAMEF17	0	36.076	35.8491
ENSG00000204479	ENSMUSG00000070618	BC080695	PRAMEF17	0	39.2405	38.6694
ENSG00000204479	ENSMUSG00000066027	Gm10436	PRAMEF17	0	36.076	32.8846
ENSG00000204479	ENSMUSG00000070617	Gm13089	PRAMEF17	0	33.9662	35.3846
ENSG00000204479	ENSMUSG00000095503	Gm3147	PRAMEF17	0	39.6624	39.0852
ENSG00000204479	ENSMUSG00000038330	C87499	PRAMEF17	0	38.1857	36.714
ENSG00000204479	ENSMUSG00000072821	Gm6351	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000096044	Gm16427	PRAMEF17	0	36.4979	35.8178
ENSG00000204479	ENSMUSG00000078625	Gm12789	PRAMEF17	0	13.9241	40.2439
ENSG00000204479	ENSMUSG00000094383	AC123873.1	PRAMEF17	0	37.7637	36.3083
ENSG00000204479	ENSMUSG00000025838	Pramel6	PRAMEF17	0	35.865	35.0515
ENSG00000204479	ENSMUSG00000046862	Pramef8	PRAMEF17	0	43.038	42.5
ENSG00000204479	ENSMUSG00000094474	AC123873.2	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000078512	Pramef6	PRAMEF17	0	38.1857	38.5928
ENSG00000204479	ENSMUSG00000036749	Pramel5	PRAMEF17	0	37.1308	35.2
ENSG00000204479	ENSMUSG00000070686	C87414	PRAMEF17	0	36.076	36
ENSG00000204479	ENSMUSG00000073724	Pramel4	PRAMEF17	0	36.9198	35
ENSG00000204479	ENSMUSG00000096728	AC140325.4	PRAMEF17	0	38.1857	37.6299
ENSG00000204479	ENSMUSG00000046262	C87977	PRAMEF17	0	36.4979	34.739
ENSG00000204479	ENSMUSG00000078509	Pramef17	PRAMEF17	0	36.4979	36.4211
ENSG00000204479	ENSMUSG00000078511	Pramef25	PRAMEF17	0	39.4515	37.8543
ENSG00000204479	ENSMUSG00000096576	Oog1	PRAMEF17	0	35.654	34.0726
ENSG00000204479	ENSMUSG00000066688	Gm13083	PRAMEF17	0	39.2405	37.1257
ENSG00000204479	ENSMUSG00000070616	Gm13040	PRAMEF17	0	38.8186	37.0968
ENSG00000204479	ENSMUSG00000078508	Gm13128	PRAMEF17	0	36.7089	36.6316
ENSG00000204479	ENSMUSG00000095505	AC164084.1	PRAMEF17	0	24.6835	42.0863
ENSG00000204479	ENSMUSG00000091585	AC140365.1	PRAMEF17	0	37.7637	35.8717
ENSG00000204479	ENSMUSG00000094337	Gm3286	PRAMEF17	0	38.3966	37.8378
ENSG00000204479	ENSMUSG00000029451	Gm13103	PRAMEF17	0	34.1772	32.9939
ENSG00000204479	ENSMUSG00000066031	Gm13023	PRAMEF17	0	35.654	33.9357
ENSG00000204479	ENSMUSG00000096550	Gm16367	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000095763	AC124606.2	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000095523	AC124606.1	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000094722	AC125178.1	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000095666	AC164084.2	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000096756	AC165294.3	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000107392	Gm7792	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000096259	Gm3106	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000095074	Gm3139	PRAMEF17	0	37.1308	36.5904
ENSG00000204479	ENSMUSG00000095954	Gm3183	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000095996	Gm16513	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000094855	AC133095.1	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000095718	Gm6502	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000092166	Gm7942	PRAMEF17	0	37.7637	35.8717
ENSG00000204479	ENSMUSG00000096230	Gm16429	PRAMEF17	0	39.2405	38.6694
ENSG00000204479	ENSMUSG00000094043	Gm7971	PRAMEF17	0	39.2405	38.6694
ENSG00000204479	ENSMUSG00000070677	D5Ertd577e	PRAMEF17	0	38.3966	37.8378
ENSG00000204479	ENSMUSG00000079423	Gm3286	PRAMEF17	0	38.3966	37.8378
ENSG00000204479	ENSMUSG00000072813	E330014E10Rik	PRAMEF17	0	38.3966	37.8378
ENSG00000204479	ENSMUSG00000072822	BC061212	PRAMEF17	0	38.1857	37.6299
ENSG00000204479	ENSMUSG00000096139	Gm7978	PRAMEF17	0	38.1857	37.6299
ENSG00000204479	ENSMUSG00000073497	AA792892	PRAMEF17	0	24.6835	42.0863
ENSG00000204479	ENSMUSG00000095570	AC140325.3	PRAMEF17	0	37.1308	36.6667
ENSG00000204479	ENSMUSG00000096680	AC164084.3	PRAMEF17	0	37.1308	36.6667
ENSG00000204479	ENSMUSG00000074011	Gm7682	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000072814	Gm7982	PRAMEF17	0	37.3418	36.7983
ENSG00000204479	ENSMUSG00000095728	AC125178.3	PRAMEF17	0	33.1224	38.67
ENSG00000204479	ENSMUSG00000094741	AC140325.2	PRAMEF17	0	33.1224	38.5749
ENSG00000204479	ENSMUSG00000096236	AC165294.2	PRAMEF17	0	33.3333	38.8206
ENSG00000204479	ENSMUSG00000094560	A430089I19Rik	PRAMEF17	0	33.1224	38.5749
ENSG00000204479	ENSMUSG00000096066	Gm10424	PRAMEF17	0	39.2405	38.6694
ENSG00000204479	ENSMUSG00000095076	AC125178.2	PRAMEF17	0	31.2236	36.5432
ENSG00000204479	ENSMUSG00000094303	AC165294.1	PRAMEF17	0	30.8017	35.9606
ENSG00000204479	ENSMUSG00000094836	AC123873.3	PRAMEF17	0	25.5274	33.7047
ENSG00000204479	ENSMUSG00000094887	AC163611.2	PRAMEF17	0	25.3165	33.4262
ENSG00000204479	ENSMUSG00000092073	Gm6205	PRAMEF17	0	25.5274	33.7047
ENSG00000204479	ENSMUSG00000096742	Gm6367	PRAMEF17	0	20.2532	33.4495
ENSG00000204479	ENSMUSG00000096276	Gm2042	PRAMEF17	0	35.443	33.871
ENSG00000204479	ENSMUSG00000095409	Gm13043	PRAMEF17	0	38.8186	38.2536
ENSG00000204479	ENSMUSG00000096154	Gm13057	PRAMEF17	0	38.8186	37.0968
ENSG00000204479	ENSMUSG00000073723	Gm13102	PRAMEF17	0	36.9198	35
ENSG00000198948	ENSMUSG00000031647	Mfap3l	MFAP3L	1	89.4865	89.4865
ENSG00000177728	ENSMUSG00000020747	Tmem94	TMEM94	1	94.4363	94.8529
ENSG00000135269	ENSMUSG00000029552	Tes	TES	1	91.4489	91.8854
ENSG00000169067	ENSMUSG00000055194	Actbl2	ACTBL2	1	97.0745	97.0745
ENSG00000196663	ENSMUSG00000021275	Tecpr2	TECPR2	1	82.6364	81.9396
ENSG00000163166	ENSMUSG00000024384	Iws1	IWS1	1	84.2491	90.0783
ENSG00000266472	ENSMUSG00000054312	Mrps21	MRPS21	1	89.6552	89.6552
ENSG00000163872	ENSMUSG00000041215	Yeats2	YEATS2	1	86.4276	87.349
ENSG00000153002	ENSMUSG00000011463	Cpb1	CPB1	1	74.1007	74.4578
ENSG00000054983	ENSMUSG00000021003	Galc	GALC	1	82.4818	82.6023
ENSG00000161904	ENSMUSG00000044857	Lemd2	LEMD2	1	82.9026	81.6047
ENSG00000140538	ENSMUSG00000059146	Ntrk3	NTRK3	1	95.59	97.2121
ENSG00000100100	ENSMUSG00000034614	Pik3ip1	PIK3IP1	1	78.7072	78.4091
ENSG00000179388	ENSMUSG00000033730	Egr3	EGR3	1	98.9664	98.9664
ENSG00000137692	ENSMUSG00000032002	Dcun1d5	DCUN1D5	1	96.6245	96.6245
ENSG00000117360	ENSMUSG00000015748	Prpf3	PRPF3	1	99.5608	99.5608
ENSG00000100105	ENSMUSG00000020453	Patz1	PATZ1	1	92.1397	98.752
ENSG00000141627	ENSMUSG00000035765	Dym	DYM	1	94.7683	94.7683
ENSG00000120889	ENSMUSG00000022074	Tnfrsf10b	TNFRSF10B	0	29.0909	33.5958
ENSG00000136457	ENSMUSG00000039084	Chad	CHAD	1	92.7577	93.0168
ENSG00000156381	ENSMUSG00000037904	Ankrd9	ANKRD9	1	84.5426	82.2086
ENSG00000204852	ENSMUSG00000038593	Tctn1	TCTN1	0	49.8311	49.747
ENSG00000089116	ENSMUSG00000029595	Lhx5	LHX5	1	98.7562	98.7562
ENSG00000167107	ENSMUSG00000076435	Acsf2	ACSF2	1	73.9062	76.9106
ENSG00000203995	ENSMUSG00000034645	Zyg11a	ZYG11A	1	68.643	73.796
ENSG00000100387	ENSMUSG00000022400	Rbx1	RBX1	1	100	100
ENSG00000262484	ENSMUSG00000096257	Ccer2	CCER2	1	65.0376	63.1387
ENSG00000170374	ENSMUSG00000060284	Sp7	SP7	1	94.6636	95.3271
ENSG00000131050	ENSMUSG00000042459	Bpifa2	BPIFA2	0	30.5221	32.3404
ENSG00000097046	ENSMUSG00000029283	Cdc7	CDC7	1	78.9199	80.3191
ENSG00000230626	ENSMUSG00000035027	Map2k2	AC011005.1	1	83.9506	84.788
ENSG00000171566	ENSMUSG00000027998	Plrg1	PLRG1	1	95.9144	96.1014
ENSG00000126368	ENSMUSG00000020889	Nr1d1	NR1D1	1	95.4397	95.2846
ENSG00000158457	ENSMUSG00000001763	Tspan33	TSPAN33	1	96.8198	96.8198
ENSG00000174718	ENSMUSG00000032712	2810474O19Rik	KIAA1551	0	44.4762	51.0848
ENSG00000110717	ENSMUSG00000059734	Ndufs8	NDUFS8	1	90	89.1509
ENSG00000196757	ENSMUSG00000054519	Zfp867	ZNF700	0	26.5772	41.8605
ENSG00000176692	ENSMUSG00000046714	Foxc2	FOXC2	1	89.8204	91.0931
ENSG00000163125	ENSMUSG00000028106	Rprd2	RPRD2	1	90.7598	90.2655
ENSG00000267179	ENSMUSG00000054519	Zfp867	AC008770.2	0	37.9227	33.1924
ENSG00000126351	ENSMUSG00000058756	Thra	THRA	1	97.551	97.1545
ENSG00000176678	ENSMUSG00000097084	Foxl1	FOXL1	1	70.7246	72.619
ENSG00000197054	ENSMUSG00000054519	Zfp867	ZNF763	0	38.7909	32.5581
ENSG00000145386	ENSMUSG00000027715	Ccna2	CCNA2	1	84.9537	86.9668
ENSG00000111144	ENSMUSG00000015889	Lta4h	LTA4H	1	92.7987	92.7987
ENSG00000176092	ENSMUSG00000012123	Crybg2	CRYBG2	1	55.9194	73.219
ENSG00000146433	ENSMUSG00000038141	Tmem181a	TMEM181	1	70.7516	91.3502
ENSG00000111110	ENSMUSG00000034613	Ppm1h	PPM1H	1	95.7198	95.9064
ENSG00000123737	ENSMUSG00000027714	Exosc9	EXOSC9	1	88.1579	91.7808
ENSG00000134020	ENSMUSG00000022085	Pebp4	PEBP4	0	45.815	42.9752
ENSG00000060688	ENSMUSG00000074088	Snrnp40	SNRNP40	1	98.3193	98.0447
ENSG00000121690	ENSMUSG00000027173	Depdc7	DEPDC7	1	87.0842	87.0842
ENSG00000100393	ENSMUSG00000055024	Ep300	EP300	1	93.9934	94.0713
ENSG00000008853	ENSMUSG00000022075	Rhobtb2	RHOBTB2	1	94.7931	97.5275
ENSG00000130560	ENSMUSG00000036352	Ubac1	UBAC1	1	89.6296	88.7531
ENSG00000135931	ENSMUSG00000062590	Armc9	ARMC9	1	85.4523	85.4523
ENSG00000283765	ENSMUSG00000033918	Parl	AC131160.1	1	76.7157	83.0239
ENSG00000180834	ENSMUSG00000041205	Map6d1	MAP6D1	1	71.8593	74.8691
ENSG00000166823	ENSMUSG00000030544	Mesp1	MESP1	1	57.8358	63.786
ENSG00000185591	ENSMUSG00000001280	Sp1	SP1	1	95.0318	95.5186
ENSG00000185163	ENSMUSG00000029504	Ddx51	DDX51	1	74.1742	77.3083
ENSG00000125733	ENSMUSG00000019487	Trip10	TRIP10	1	80.8652	88.8483
ENSG00000211809	ENSMUSG00000076861	Trav18	TRAV27	1	60.5505	60.5505
ENSG00000146425	ENSMUSG00000092074	Dynlt1a	DYNLT1	1	93.8053	93.8053
ENSG00000146425	ENSMUSG00000096255	Dynlt1b	DYNLT1	0	93.8053	93.8053
ENSG00000146425	ENSMUSG00000000579	Dynlt1c	DYNLT1	0	93.8053	93.8053
ENSG00000146425	ENSMUSG00000095677	Dynlt1f	DYNLT1	1	93.8053	93.8053
ENSG00000175193	ENSMUSG00000033918	Parl	PARL	1	90.5013	90.9814
ENSG00000211810	ENSMUSG00000076862	Trav19	TRAV29DV5	1	68.0672	68.0672
ENSG00000211812	ENSMUSG00000076863	Trav21-dv12	TRAV26-2	1	69.7248	69.7248
ENSG00000211813	ENSMUSG00000076864	Trdv1	TRAV34	1	58.9286	58.9286
ENSG00000177303	ENSMUSG00000034471	Caskin2	CASKIN2	1	89.4343	89.5087
ENSG00000211816	ENSMUSG00000076866	Trdv2-2	TRAV38-1	1	68.1034	68.1034
ENSG00000211816	ENSMUSG00000076865	Trdv2-1	TRAV38-1	1	68.9655	68.9655
ENSG00000211817	ENSMUSG00000076866	Trdv2-2	TRAV38-2DV8	1	69.8276	69.8276
ENSG00000211817	ENSMUSG00000076865	Trdv2-1	TRAV38-2DV8	1	70.6897	70.6897
ENSG00000211818	ENSMUSG00000106289	Trav23	TRAV39	1	58.1818	55.6522
ENSG00000143374	ENSMUSG00000028107	Tars2	TARS2	1	84.2618	83.6791
ENSG00000138641	ENSMUSG00000029804	Herc3	HERC3	1	95.3333	95.3333
ENSG00000203780	ENSMUSG00000053111	Fank1	FANK1	1	88.4058	88.6628
ENSG00000008838	ENSMUSG00000017210	Med24	MED24	1	92.3611	94.3262
ENSG00000142973	ENSMUSG00000028713	Cyp4b1	CYP4B1	1	84.9609	85.1272
ENSG00000090621	ENSMUSG00000011257	Pabpc4	PABPC4	1	97.8788	97.8788
ENSG00000226742	ENSMUSG00000078963	Hsbp1l1	HSBP1L1	1	70.2703	72.2222
ENSG00000116726	ENSMUSG00000074720	AC140325.1	PRAMEF12	0	12.6294	37.6543
ENSG00000116726	ENSMUSG00000094172	AC163611.1	PRAMEF12	0	40.3727	40.5405
ENSG00000116726	ENSMUSG00000025839	Pramel7	PRAMEF12	0	34.7826	35.0731
ENSG00000116726	ENSMUSG00000059218	Gm13084	PRAMEF12	0	37.06	36.2348
ENSG00000116726	ENSMUSG00000078510	Gm13101	PRAMEF12	0	44.0994	44.2827
ENSG00000116726	ENSMUSG00000079424	Gm3259	PRAMEF12	0	38.5093	39.1579
ENSG00000116726	ENSMUSG00000078513	Gm13088	PRAMEF12	0	37.06	38.913
ENSG00000116726	ENSMUSG00000028591	Pramef12	PRAMEF12	0	48.2402	50.324
ENSG00000116726	ENSMUSG00000050810	Oog3	PRAMEF12	0	39.9586	38.6
ENSG00000116726	ENSMUSG00000047799	Oog4	PRAMEF12	0	39.7516	38.247
ENSG00000116726	ENSMUSG00000095475	AC133095.2	PRAMEF12	0	42.4431	42.6195
ENSG00000116726	ENSMUSG00000035201	B020004J07Rik	PRAMEF12	0	40.5797	41.1765
ENSG00000116726	ENSMUSG00000094791	AC126035.1	PRAMEF12	0	26.294	45.6835
ENSG00000116726	ENSMUSG00000070619	Gm13119	PRAMEF12	0	44.9275	45.1143
ENSG00000116726	ENSMUSG00000037028	Gm12800	PRAMEF12	0	39.1304	39.0496
ENSG00000116726	ENSMUSG00000066030	Oog2	PRAMEF12	0	36.853	37.395
ENSG00000116726	ENSMUSG00000041805	Pramel1	PRAMEF12	0	37.8882	39.9563
ENSG00000116726	ENSMUSG00000094195	Gm6509	PRAMEF12	0	40.5797	40.7484
ENSG00000116726	ENSMUSG00000046435	Gm13078	PRAMEF12	0	41.8219	42.616
ENSG00000116726	ENSMUSG00000070890	Gm12794	PRAMEF12	0	38.0952	38.0952
ENSG00000116726	ENSMUSG00000073721	Pramef20	PRAMEF12	0	40.3727	40.8805
ENSG00000116726	ENSMUSG00000070618	BC080695	PRAMEF12	0	43.8923	44.0748
ENSG00000116726	ENSMUSG00000066027	Gm10436	PRAMEF12	0	39.3375	36.5385
ENSG00000116726	ENSMUSG00000070617	Gm13089	PRAMEF12	0	35.6108	37.8022
ENSG00000116726	ENSMUSG00000095503	Gm3147	PRAMEF12	0	42.6501	42.8274
ENSG00000116726	ENSMUSG00000038330	C87499	PRAMEF12	0	41.6149	40.7708
ENSG00000116726	ENSMUSG00000072821	Gm6351	PRAMEF12	0	40.5797	40.7484
ENSG00000116726	ENSMUSG00000096044	Gm16427	PRAMEF12	0	40.9938	40.9938
ENSG00000116726	ENSMUSG00000078625	Gm12789	PRAMEF12	0	14.2857	42.0732
ENSG00000116726	ENSMUSG00000094383	AC123873.1	PRAMEF12	0	40.7868	39.9594
ENSG00000116726	ENSMUSG00000025838	Pramel6	PRAMEF12	0	38.0952	37.9381
ENSG00000116726	ENSMUSG00000046862	Pramef8	PRAMEF12	0	46.7909	47.0833
ENSG00000116726	ENSMUSG00000094474	AC123873.2	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000078512	Pramef6	PRAMEF12	0	40.5797	41.791
ENSG00000116726	ENSMUSG00000036749	Pramel5	PRAMEF12	0	40.5797	39.2
ENSG00000116726	ENSMUSG00000070686	C87414	PRAMEF12	0	38.7164	39.3684
ENSG00000116726	ENSMUSG00000073724	Pramel4	PRAMEF12	0	40.9938	39.6
ENSG00000116726	ENSMUSG00000096728	AC140325.4	PRAMEF12	0	41.2008	41.3721
ENSG00000116726	ENSMUSG00000046262	C87977	PRAMEF12	0	40.5797	39.3574
ENSG00000116726	ENSMUSG00000078509	Pramef17	PRAMEF12	0	38.7164	39.3684
ENSG00000116726	ENSMUSG00000078511	Pramef25	PRAMEF12	0	44.3064	43.3198
ENSG00000116726	ENSMUSG00000096576	Oog1	PRAMEF12	0	39.3375	38.3064
ENSG00000116726	ENSMUSG00000066688	Gm13083	PRAMEF12	0	41.2008	39.7206
ENSG00000116726	ENSMUSG00000070616	Gm13040	PRAMEF12	0	44.5135	43.3468
ENSG00000116726	ENSMUSG00000078508	Gm13128	PRAMEF12	0	39.1304	39.7895
ENSG00000116726	ENSMUSG00000095505	AC164084.1	PRAMEF12	0	25.0518	43.5252
ENSG00000116726	ENSMUSG00000091585	AC140365.1	PRAMEF12	0	40.7868	39.479
ENSG00000116726	ENSMUSG00000094337	Gm3286	PRAMEF12	0	42.8571	43.0353
ENSG00000116726	ENSMUSG00000029451	Gm13103	PRAMEF12	0	37.8882	37.2709
ENSG00000116726	ENSMUSG00000066031	Gm13023	PRAMEF12	0	39.3375	38.1526
ENSG00000116726	ENSMUSG00000096550	Gm16367	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000095763	AC124606.2	PRAMEF12	0	41.6149	41.7879
ENSG00000116726	ENSMUSG00000095523	AC124606.1	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000094722	AC125178.1	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000095666	AC164084.2	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000096756	AC165294.3	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000107392	Gm7792	PRAMEF12	0	41.4079	41.58
ENSG00000116726	ENSMUSG00000096259	Gm3106	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000095074	Gm3139	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000095954	Gm3183	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000095996	Gm16513	PRAMEF12	0	41.8219	41.9958
ENSG00000116726	ENSMUSG00000094855	AC133095.1	PRAMEF12	0	40.5797	40.7484
ENSG00000116726	ENSMUSG00000095718	Gm6502	PRAMEF12	0	40.5797	40.7484
ENSG00000116726	ENSMUSG00000092166	Gm7942	PRAMEF12	0	40.7868	39.479
ENSG00000116726	ENSMUSG00000096230	Gm16429	PRAMEF12	0	42.6501	42.8274
ENSG00000116726	ENSMUSG00000094043	Gm7971	PRAMEF12	0	42.6501	42.8274
ENSG00000116726	ENSMUSG00000070677	D5Ertd577e	PRAMEF12	0	42.8571	43.0353
ENSG00000116726	ENSMUSG00000079423	Gm3286	PRAMEF12	0	42.8571	43.0353
ENSG00000116726	ENSMUSG00000072813	E330014E10Rik	PRAMEF12	0	42.8571	43.0353
ENSG00000116726	ENSMUSG00000072822	BC061212	PRAMEF12	0	41.2008	41.3721
ENSG00000116726	ENSMUSG00000096139	Gm7978	PRAMEF12	0	41.2008	41.3721
ENSG00000116726	ENSMUSG00000073497	AA792892	PRAMEF12	0	25.0518	43.5252
ENSG00000116726	ENSMUSG00000095570	AC140325.3	PRAMEF12	0	40.3727	40.625
ENSG00000116726	ENSMUSG00000096680	AC164084.3	PRAMEF12	0	40.1656	40.4167
ENSG00000116726	ENSMUSG00000074011	Gm7682	PRAMEF12	0	40.3727	40.5405
ENSG00000116726	ENSMUSG00000072814	Gm7982	PRAMEF12	0	40.5797	40.7484
ENSG00000116726	ENSMUSG00000095728	AC125178.3	PRAMEF12	0	36.2319	43.1034
ENSG00000116726	ENSMUSG00000094741	AC140325.2	PRAMEF12	0	36.2319	42.9975
ENSG00000116726	ENSMUSG00000096236	AC165294.2	PRAMEF12	0	36.2319	42.9975
ENSG00000116726	ENSMUSG00000094560	A430089I19Rik	PRAMEF12	0	36.2319	42.9975
ENSG00000116726	ENSMUSG00000096066	Gm10424	PRAMEF12	0	42.6501	42.8274
ENSG00000116726	ENSMUSG00000095076	AC125178.2	PRAMEF12	0	33.3333	39.7531
ENSG00000116726	ENSMUSG00000094303	AC165294.1	PRAMEF12	0	33.7474	40.1478
ENSG00000116726	ENSMUSG00000094836	AC123873.3	PRAMEF12	0	27.7433	37.3259
ENSG00000116726	ENSMUSG00000094887	AC163611.2	PRAMEF12	0	27.7433	37.3259
ENSG00000116726	ENSMUSG00000092073	Gm6205	PRAMEF12	0	28.1574	37.883
ENSG00000116726	ENSMUSG00000096742	Gm6367	PRAMEF12	0	22.1532	37.2822
ENSG00000116726	ENSMUSG00000096276	Gm2042	PRAMEF12	0	39.1304	38.1048
ENSG00000116726	ENSMUSG00000095409	Gm13043	PRAMEF12	0	44.5135	44.6985
ENSG00000116726	ENSMUSG00000096154	Gm13057	PRAMEF12	0	44.5135	43.3468
ENSG00000116726	ENSMUSG00000073723	Gm13102	PRAMEF12	0	40.9938	39.6
ENSG00000026652	ENSMUSG00000023827	Agpat4	AGPAT4	1	85.7143	85.7143
ENSG00000141759	ENSMUSG00000057130	Txnl4a	TXNL4A	1	100	100
ENSG00000116721	ENSMUSG00000074720	AC140325.1	PRAMEF1	0	10.9705	32.0988
ENSG00000116721	ENSMUSG00000094172	AC163611.1	PRAMEF1	0	36.2869	35.7588
ENSG00000116721	ENSMUSG00000025839	Pramel7	PRAMEF1	0	32.2785	31.9415
ENSG00000116721	ENSMUSG00000059218	Gm13084	PRAMEF1	0	34.3882	32.996
